customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
7658-VVJS,Male,0,No,Yes,39,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),65.74,2584.52,No
1508-LPQG,Female,0,No,No,69,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,114.14,7888.06,No
6495-BDJG,Female,1,No,Yes,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),45.15,2749.77,No
7743-QTFS,Male,0,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),32.65,275.94,No
1324-JIMS,Male,0,Yes,No,68,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),110.79,7546.27,No
4557-DXCC,Male,1,Yes,No,20,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,Yes,Electronic check,84.97,1717.31,No
8160-EHPV,Female,1,No,No,52,No,No phone service,DSL,No,No,Yes,No,No,No,Two year,Yes,Electronic check,50.22,2624.67,No
4127-LYHM,Female,1,No,Yes,69,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),92.14,6360.07,No
4395-NNMF,Male,0,No,No,0,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,85.11, ,Yes
6904-DHQC,Female,0,No,No,30,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),108.63,3277.6,Yes
2872-IBYM,Male,0,No,Yes,44,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,103.31,4580.9,No
9257-TKZV,Female,0,No,No,27,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Credit card (automatic),80.78,2217.1,No
3486-CCZL,Female,1,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),113.45,256.01,No
9919-ETGG,Male,0,No,No,39,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),115.93,4515.16,Yes
2036-IYUM,Male,0,No,No,3,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),99.03,308.36,No
8435-MXJA,Female,0,Yes,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,43.08,2953.76,No
7183-VPMC,Female,0,Yes,No,11,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,97.44,1085.05,No
5354-XEZK,Female,0,Yes,Yes,61,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),97.94,5991.18,No
3886-UXJJ,Female,0,No,Yes,70,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,87.1,6071.63,No
6235-BCHK,Male,1,No,No,47,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,71.64,3385.35,Yes
5934-MBFI,Male,0,Yes,Yes,6,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.4,117.19,No
7559-TYBR,Male,0,No,No,56,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,96.54,5386.03,No
7539-GGQM,Female,0,Yes,No,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,40.87,2282.0,No
9060-WNFF,Female,0,No,No,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),37.64,2539.01,No
3689-VTYO,Female,0,No,No,12,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),64.6,773.06,No
4932-HEQT,Female,1,No,No,51,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),73.22,3679.57,No
6408-VROE,Male,0,Yes,Yes,62,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Mailed check,110.05,6809.28,No
3833-FVUE,Male,0,No,No,40,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),18.25,684.57,No
8645-SJOJ,Male,0,Yes,No,22,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),78.24,1744.75,No
3735-LRWA,Female,0,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),29.95,1371.18,No
1821-FCBB,Male,0,Yes,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,46.27,2945.09,No
2932-IPEW,Male,0,No,Yes,30,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.39,3007.58,Yes
3790-MTXZ,Male,0,No,No,35,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),69.69,2429.98,No
7636-ZGJO,Male,0,No,No,13,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,81.64,1062.64,Yes
1564-FEWB,Female,0,No,No,36,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),21.15,743.79,No
4636-OZPS,Female,0,Yes,Yes,31,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),81.64,2535.53,No
2928-VZSG,Male,0,Yes,Yes,52,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),115.84,6035.61,No
8170-XTKA,Male,0,No,No,27,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,100.42,2652.51,No
2893-ZKAU,Male,0,Yes,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,49.93,3179.63,No
8718-FNBD,Male,0,No,No,46,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,72.55,3326.04,Yes
5042-ORAC,Male,0,No,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,35.24,2489.56,No
4483-GAYK,Female,0,Yes,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,31.89,992.27,No
8653-TCSB,Male,0,No,No,23,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,108.32,2453.74,Yes
5305-LJEI,Male,0,Yes,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),38.67,530.87,No
2211-FJRL,Male,1,Yes,Yes,46,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),83.61,3843.3,No
1501-UQOF,Female,0,No,Yes,0,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),83.66, ,No
4055-QCJE,Female,0,No,Yes,18,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,91.72,1658.33,Yes
6820-UMZF,Female,0,No,No,57,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,118.75,6795.75,No
3302-LZHE,Female,0,Yes,Yes,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),44.99,244.43,No
5366-PAPE,Female,0,No,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,31.86,2017.83,No
9450-TOMX,Male,0,Yes,No,17,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),118.75,1998.87,Yes
9399-WKUB,Male,0,Yes,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),41.09,2556.35,No
1437-FZZF,Female,0,No,No,67,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),86.94,5815.12,No
6336-KHHA,Female,0,Yes,No,49,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,82.5,4060.04,No
9677-UHSV,Female,0,No,No,67,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),98.28,6570.05,No
2982-UXTH,Male,0,No,No,15,Yes,No,DSL,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,90.21,1329.36,No
8225-NRYP,Female,0,Yes,No,13,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,112.11,1469.58,No
6785-JVPD,Female,0,No,No,61,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,74.38,4566.83,No
8532-VEVG,Female,0,Yes,Yes,6,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),88.66,538.12,Yes
4815-PFPF,Male,0,No,No,55,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),75.7,4187.57,No
5468-AYIY,Female,0,Yes,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),45.78,575.42,No
5698-XMZS,Male,0,Yes,No,41,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,93.18,3794.66,Yes
2840-KHWE,Male,0,No,No,69,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),99.66,6863.11,No
7697-GJDI,Male,0,No,Yes,61,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),79.64,4854.1,No
1282-ZNBY,Male,0,No,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),35.0,1451.02,No
3970-AWJJ,Male,1,Yes,Yes,56,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,93.42,5210.22,Yes
1947-YVCF,Female,0,Yes,No,30,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,118.75,3566.96,Yes
9828-ZFUB,Male,1,No,No,50,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),93.3,4661.17,No
4670-BLVE,Male,1,No,No,66,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Electronic check,98.37,6496.13,No
5631-PTAA,Male,0,Yes,No,0,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,No,Electronic check,104.15, ,No
7906-AUTM,Female,0,Yes,Yes,43,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Mailed check,87.64,3774.87,No
4549-IOCN,Male,0,Yes,No,49,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),110.49,5411.08,No
7966-KXVL,Male,0,Yes,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),30.24,1762.33,No
9089-MAXJ,Male,0,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,83.96,202.64,Yes
4618-XDPH,Female,0,Yes,No,71,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Two year,Yes,Mailed check,94.44,6747.36,No
3063-QSVO,Male,0,Yes,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,39.35,2086.73,No
2294-YBKA,Male,0,Yes,No,1,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,No,Mailed check,82.81,117.66,No
9014-ZSDK,Male,0,Yes,No,28,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,104.92,2922.23,No
6956-CMJK,Male,0,Yes,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),49.69,722.71,No
6073-BGIJ,Male,0,No,Yes,58,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),87.58,5065.72,No
4787-GQZA,Male,1,No,No,10,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,73.4,717.68,No
6988-POBI,Male,1,Yes,No,23,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,86.81,1985.53,No
7014-GDTR,Female,0,No,Yes,31,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,94.98,2931.5,No
9867-MAXC,Female,0,No,Yes,53,No,No phone service,DSL,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,63.74,3368.24,No
6231-VDYW,Female,1,Yes,Yes,55,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),118.75,6547.81,No
2752-PZSA,Male,0,Yes,No,70,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,67.38,4723.52,No
5402-VXKM,Female,1,Yes,No,42,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,Yes,Mailed check,71.6,2993.96,No
6491-EUDD,Male,0,No,Yes,52,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,103.1,5339.22,No
8633-RPIR,Female,0,No,No,0,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Electronic check,84.77, ,No
3113-UDLG,Female,0,Yes,Yes,60,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),118.75,7099.22,No
2582-GVZU,Male,0,No,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,34.66,1121.27,No
8503-SINQ,Male,0,No,No,60,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),68.28,4096.07,No
1100-BTPN,Male,0,Yes,No,60,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,80.15,4801.9,No
8226-ACZG,Male,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),36.59,247.56,No
7073-OSTB,Male,0,Yes,Yes,53,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),106.46,5660.07,No
1754-ISER,Female,0,No,Yes,52,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),95.9,5020.72,No
8823-DLGN,Male,0,Yes,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,30.75,559.08,No
8926-LCEQ,Female,0,No,Yes,45,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,117.47,5295.14,Yes
9697-JJKQ,Female,0,Yes,No,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,48.34,1475.44,No
9553-IQAD,Male,0,No,No,25,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),83.44,2078.87,No
5195-RIYR,Female,0,Yes,No,62,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.26,6414.08,No
3509-YOFX,Female,0,No,Yes,19,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,118.69,2224.5,Yes
1681-ODRR,Male,0,Yes,No,21,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,86.39,1811.83,Yes
6560-QLGP,Male,0,Yes,No,56,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,79.44,4414.27,No
1074-NCSR,Female,1,Yes,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),47.72,2663.76,No
5157-JFMJ,Female,0,Yes,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,40.84,1049.9,No
7713-PYYF,Female,0,No,No,16,No,No phone service,DSL,No,No,No,No,No,Yes,One year,No,Electronic check,52.78,829.14,No
9652-DWNA,Male,0,No,No,26,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Mailed check,94.86,2484.8,No
2075-EHLB,Male,0,No,No,66,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,86.7,5687.45,No
7379-EVEM,Male,0,No,No,55,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,111.48,6119.62,No
7792-JACR,Female,0,Yes,No,23,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,77.73,1773.46,Yes
3251-CZYI,Male,1,Yes,Yes,24,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,118.75,2838.44,No
7041-BCND,Male,0,No,Yes,9,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,87.64,764.43,Yes
2560-SMGL,Female,0,No,Yes,35,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,108.02,3790.66,Yes
3722-WWIB,Female,0,No,Yes,44,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),109.34,4785.75,Yes
2468-VILL,Female,0,Yes,No,16,No,No phone service,DSL,Yes,No,No,No,No,No,One year,Yes,Mailed check,52.36,819.01,No
6073-MNEZ,Male,0,Yes,No,57,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),84.57,4829.05,No
2129-LJXK,Male,0,Yes,No,22,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,85.68,1874.61,Yes
4454-YBEG,Male,0,Yes,No,7,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,92.94,631.78,No
2790-FVWC,Male,0,No,No,49,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,118.75,5846.71,No
5492-CZYX,Male,0,Yes,No,15,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),94.8,1410.46,Yes
6317-KZQJ,Male,0,No,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,32.16,1378.64,No
3032-DBKG,Male,0,No,No,45,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,92.26,4142.96,Yes
8129-RUDH,Female,0,No,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),42.21,2039.26,No
1947-NLVU,Male,0,No,No,14,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,Yes,Electronic check,78.32,1109.73,No
8866-RKHB,Male,0,Yes,No,48,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Electronic check,99.88,4753.11,No
5920-OIST,Female,1,No,No,20,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,77.61,1558.83,No
5376-SEKO,Female,0,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,106.55,544.66,Yes
5423-SWHZ,Female,0,No,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),38.64,2072.42,No
7170-SRJG,Female,0,Yes,No,14,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),64.52,915.25,No
8867-IASE,Male,0,Yes,Yes,10,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,78.21,810.45,Yes
8776-OPWG,Male,0,Yes,Yes,38,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,98.07,3712.79,No
4935-LHEJ,Female,0,Yes,Yes,50,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,118.27,5912.56,Yes
7875-UEQZ,Female,0,No,Yes,36,Yes,No,DSL,No,Yes,No,Yes,Yes,No,One year,No,Mailed check,83.81,3021.09,No
4022-MAKW,Male,0,No,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),37.2,1786.73,No
6984-KRRU,Female,0,No,Yes,56,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Electronic check,87.01,4886.01,No
9989-ZPMG,Female,0,No,No,64,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,116.85,7486.96,No
3976-ZPAQ,Male,0,No,Yes,16,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),59.81,935.31,No
2392-FNRF,Female,0,Yes,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,33.96,2084.29,No
1105-XRIH,Male,0,No,Yes,13,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),118.75,1544.38,No
7985-QWZF,Female,0,No,No,37,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,No,Electronic check,85.94,3191.5,No
5869-ZGLC,Male,0,No,No,24,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,98.69,2343.77,No
4981-VSWP,Female,0,No,No,36,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),75.54,2718.13,No
5550-HRYM,Male,0,Yes,No,55,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),93.96,5169.32,No
7376-JUWI,Male,0,Yes,Yes,6,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18.25,113.47,No
1078-TBYM,Female,0,No,No,10,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,87.22,872.42,Yes
9417-SZBC,Female,0,No,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),38.84,1296.84,No
3178-JXFW,Female,1,No,No,35,No,No phone service,DSL,No,No,No,No,No,No,One year,No,Credit card (automatic),45.32,1583.2,No
